__id__,sensor,timestamp,userType,username,x,y,z
"0DxDzCgmwdyXEDR9y0HV","Rotation Vector","1721125669407","0..7","alouljjvb","0.1176643893122673","-0.28906697034835815","-0.9119365811347961"
"0VUYch26oSH5zBf7RFIA","Linear Acceleration","1721125669400","0..7","alouljjvb","0.08881920576095581","0.07332229614257812","-0.07873392105102539"
"2shcGqDNwCAIDBLIJnWb","Gyroscope","1721125669414","0..7","alouljjvb","-0.014049487188458443","-0.00022906772210262716","0.014049487188458443"
"3NyHj5s9ciQiuC7GpciV","Linear Acceleration","1721125669401","0..7","alouljjvb","0.046330660581588745","-0.12717390060424805","0.12152385711669922"
"3bp568C0CsxRMSV0bcj5","Gyroscope","1721125669416","0..7","alouljjvb","0.005497625097632408","-0.010842538438737392","0.001374406274408102"
"4GpHqjJGh0YsF7N59Vqu","Gyroscope","1721125669413","0..7","alouljjvb","-0.049860406666994095","0.0892600566148758","-0.007482878863811493"
"4dhcb1cuUCCAzxYpgEaw","Linear Acceleration","1721125669403","0..7","alouljjvb","-0.029105842113494873","-0.022340774536132812","0.0029578208923339844"
"5ksT072ROgkGLbm2xKTA","Linear Acceleration","1721125669404","0..7","alouljjvb","-0.0037252306938171387","-0.010826587677001953","0.01878213882446289"
"5olFqFraARlwonIu70nt","Linear Acceleration","1721125669404","0..7","alouljjvb","-0.0018281936645507812","-0.013242244720458984","0.03948783874511719"
"6bCwa9dh5Zi22U4ws2B7","Rotation Vector","1721125669407","0..7","alouljjvb","0.11299056559801102","-0.2972317039966583","-0.9112658500671387"
"7XYflOB8YyXlvNicKtme","Gyroscope","1721125669415","0..7","alouljjvb","-0.016492875292897224","0.003970507066696882","0.0036650835536420345"
"8NcLPo9kJxaKzPjb08mr","Gyroscope","1721125669417","0..7","alouljjvb","0.011147962883114815","-0.01435491070151329","0.001374406274408102"
"8NekDCVwlGJGY29uNv0d","Gyroscope","1721125669415","0..7","alouljjvb","0.0012216945178806782","0","0.0022906772792339325"
"A15r6kvJSNFdX5cgVRZy","Linear Acceleration","1721125669405","0..7","alouljjvb","-0.01934880018234253","-0.007100582122802734","0.01891469955444336"
"AEKd8P7Tnvu8ujM2KR7K","Rotation Vector","1721125669410","0..7","alouljjvb","0.12722793221473694","-0.2853688597679138","-0.9101080894470215"
"CgbvBA3pWX8jkKCBT1cI","Linear Acceleration","1721125669400","0..7","alouljjvb","0.05768051743507385","-0.0035429000854492188","0.014150142669677734"
"Cv6nYrBRQLhAxrHaPSuV","Gyroscope","1721125669416","0..7","alouljjvb","0.0015271181473508477","-0.008322793990373611","0.008246437646448612"
"EBH3uNJogBg3g8dkzwqG","Gyroscope","1721125669412","0..7","alouljjvb","0.002061609411612153","0.026190076023340225","-0.005497625097632408"
"IzSFZcdKSOHbaQSGrfPI","Rotation Vector","1721125669406","0..7","alouljjvb","0.09263250976800919","-0.31628987193107605","-0.9121319055557251"
"J7JO9l3bLMDdl65GjYQD","Gyroscope","1721125669414","0..7","alouljjvb","-0.0716218426823616","0.05948125198483467","0.014736690558493137"
"Js5FwzNiV6l9caWNVanv","Rotation Vector","1721125669407","0..7","alouljjvb","0.10741816461086273","-0.29685941338539124","-0.9119846820831299"
"NLxqXKEEiwBbQ5l6xowj","Gyroscope","1721125669411","0..7","alouljjvb","-0.0552053228020668","0.024510245770215988","0.004428642801940441"
"Og43JPGGE1ZR5EC3PbZS","Gyroscope","1721125669412","0..7","alouljjvb","-0.0841442123055458","0.07070557028055191","0.001985253533348441"
"OrvTwhWn2u4NZ7HVQkf0","Gyroscope","1721125669416","0..7","alouljjvb","0.011453386396169662","0.014049487188458443","-0.007177455350756645"
"Pk2Yi4RlleWd25b0nwCo","Linear Acceleration","1721125669402","0..7","alouljjvb","-0.06849914789199829","0.02434062957763672","-0.10863161087036133"
"R0khtMu0BoxarH51U5jN","Linear Acceleration","1721125669403","0..7","alouljjvb","-0.027857959270477295","0.0372462272644043","-0.06467914581298828"
"RT2z94WlfQAFxBqD5tFh","Gyroscope","1721125669413","0..7","alouljjvb","0.060932014137506485","0.043293800204992294","-0.020157959312200546"
"TzxJ0rfcV0mdHvSD74eG","Gyroscope","1721125669414","0..7","alouljjvb","0.02053973823785782","0.019470756873488426","-0.0022143214009702206"
"V9S1k5GyuQPxvGS1g6ya","Linear Acceleration","1721125669405","0..7","alouljjvb","-0.06863027811050415","-0.03530311584472656","0.01960897445678711"
"YHhM7eITNYxBTLemZc8H","Rotation Vector","1721125669409","0..7","alouljjvb","0.12291038781404495","-0.28679153323173523","-0.9115280508995056"
"aQi7NmxH719Nr5sqDCeh","Rotation Vector","1721125669406","0..7","alouljjvb","0.09642083197832108","-0.3100987374782562","-0.9121829867362976"
"bIFz9dUupcwbHgnvgkrU","Rotation Vector","1721125669411","0..7","alouljjvb","0.12677593529224396","-0.28598669171333313","-0.9099562168121338"
"big71FtKbBmq6PO0SB1m","Gyroscope","1721125669412","0..7","alouljjvb","-0.04932591691613197","0.0755159929394722","-0.0032069480512291193"
"e5jMunnxpKAglR84JlCJ","Linear Acceleration","1721125669402","0..7","alouljjvb","-0.08970212936401367","-0.08852767944335938","0.14092636108398438"
"eXFYYqqi4CorxJRyQgvU","Linear Acceleration","1721125669404","0..7","alouljjvb","-0.040702641010284424","-0.0036897659301757812","-0.026309967041015625"
"fNQb3ba38on3r9GERRaB","Rotation Vector","1721125669410","0..7","alouljjvb","0.12586864829063416","-0.2855246663093567","-0.9102650880813599"
"grec2e7mo9kF5bWojBXi","Rotation Vector","1721125669408","0..7","alouljjvb","0.12157462537288666","-0.28715577721595764","-0.911109447479248"
